nidId,latitude,longitude,drainageArea,maxDischarge
MA01121,42.51486526,-71.17098174,0.2,
MI02479,43.12,-85.23666667,0.5,146
MN00014,47.61007,-94.83701,64.6,1470
ME96061,44.553179,-68.930118,0,
KS09121,37.99358039,-96.20954745,0.92,1250
LA00040,32.916000000000004,-93.7,0.48,3200
KY01088,36.786798,-88.755577,0.51,
KS09097,37.89840634,-96.95969481,3.64,2883
KS09534,39.41309142,-95.74263511,2.67,4400
KS07564,37.76045253,-94.97172551,1.48,950
KS07072,39.806340999999996,-95.352846,0.35000000000000003,1398
KS05139,39.484832999999995,-98.789862,0.89,750
KS05397,37.54404354,-96.41479766,2.02,1120
KS02264,37.32477953,-96.39538869,3.96,920
KS02169,37.18536806,-96.46343253,,3670
IL50173,40.16315,-88.85339,,100
IL01216,41.688300000000005,-87.88,,
KS02539,39.209056,-97.031552,,740
KS00227,37.456939999999996,-98.831143,0.03,3850
IN03598,39.28972103,-86.02833239,1.35,500
IN03940,40.7007176,-85.94684656,1.92,0
IL00793,38.76407,-88.10301,0.4,221
IA03510,41.444900000000004,-94.7512,1.33,0
IA03509,41.4189,-94.8631,0.23,0
IA01271,42.2046,-91.5282,1263,0
FL18000,28.752767,-82.229714,995,0
CO02304,39.086393,-104.565295,0,1168
CO00752,39.278338,-103.695568,2,5377
CO01048,39.085080999999995,-108.068305,0.25,7336
CA00768,33.804179999999995,-116.780861,,
WI00669,46.0273567,-91.2899725,6.9,340
WI00442,45.042528,-90.853954,0,0
WI00368,43.76744,-90.89755,3,195
WI00364,43.013045999999996,-90.0422367,8,620
TX06739,33.628492,-99.951898,0.09,320
WA01732,47.48445565,-122.7755273,0.67,277
WA00648,47.522982999999996,-122.173869,0.23,1530
TX03757,30.674512,-94.420576,10.47,17387
TX04551,33.46503,-97.628038,0.32,0
TX04056,26.10523,-97.793662,0.6,0
VA041068,37.3738,-77.3839,0.01,
TX02427,31.065379999999998,-96.207375,1.24,3
PA00175,41.82472222,-79.68555556,14.1,
PA00153,41.74305556,-75.24777778,0.91,
SD00450,45.74097065,-100.1268739,15,7460
OK20796,35.09519011,-98.26783246,1.61,500
OK20519,34.219783,-97.978214,,1095
SC00736,34.8878,-82.1017,,
OK01323,35.232582,-96.52011,,3300
OK01370,34.705600000000004,-99.71771,,1210
OK00518,35.399837999999995,-98.421721,,2810
OK02076,33.84323208,-94.82014161,,660
OK00994,35.845666,-99.456918,,2125
OK22236,34.790661,-95.695323,6650,4200
OH00322,40.83833333,-80.8725,2.9,9043
NY01098,41.32833333,-74.08,,467
NY01447,43.31666667,-75.88,,
NJ01031,39.459998999999996,-74.419998,5.64,1166
NJ00111,39.74675,-75.30788333,2.8000000000000003,2030
OH00515,40.17638889,-84.26333333,7.47,3547
OH02943,41.42555556,-81.55416667,4.3,8000
OK00244,34.81531166,-97.5608206,,315
OH00877,39.99861111,-81.18194444,0.66,282
OK00171,34.772858,-97.911229,,2120
NE01296,40.45640245,-96.16358463,5.2,660
NY00028,43.14333333,-74.02861111,16.4,
NE02213,40.60695836,-96.47494615,0.9,314
NY00518,42.01,-75.47,0.67,440
NV10589,36.387968,-114.923408,0.1,0
NV10709,40.79181,-115.80521,0.1,0
NE02363,41.93119409,-97.30474272,0.8,771
NE01581,40.57163416,-96.53517239,0.7000000000000001,167
ND00061,48.15316,-98.08435,26.6,
NE02481,40.83789211,-97.53530887,3.3000000000000003,466
NH00410,43.449400000000004,-71.6694,19,5557
MT02756,46.7601,-107.4885,,
NE00855,40.64028103,-96.12215087,1.1,40
NC06154,35.3367,-76.8076,,
NE00329,41.45248422,-97.87892338,0.2,245
MS02768,34.83805556,-88.90527778,,
MT02365,46.802600000000005,-105.2993,,
MO31755,37.72967,-90.906774,,27300
MN00559,45.511359999999996,-95.32077,105,725
MA01120,42.29519294,-71.31827128,9.1,
MI00637,46.266945,-86.027504,65.5,130
KY05000,36.7969544,-88.00013376,7.8,4000
KS04297,39.65802937,-96.30328828,0.77,
LA00036,30.971,-89.83,0.64,1600
KS07687,38.28062679,-95.6658509,1.41,1000
MA00105,42.10463,-71.92952,7.8,
KY00069,37.77777778,-83.67722222,16.3,
KS05300,39.12429656,-98.07825822,2.0300000000000002,
KS05499,38.06592691,-95.23944123,0.73,1166
KS05492,38.01929205,-95.92853044,0.75,
KS01069,39.357873,-95.316005,0.5700000000000001,1785
KS04348,37.35155242,-96.18646853,7.8,
KS02065,39.72071158,-95.55420045,0.54,563
KS02059,39.66092311,-95.49836597,1.43,
KS02342,39.13078085,-98.25535242,0.88,
KS02219,37.20793325,-96.57072628,6.03,2180
IL40149,40.993732,-90.523881,0.12,163
IA03646,40.63,-93.9933,0.47000000000000003,0
IA03759,41.22,-95.315,1.3,0
GA00594,33.865361,-83.976694,832,
CO00194,37.884426999999995,-108.056672,10,445
CO02272,40.491943,-106.910568,0,1350
AZ00038,35.25222,-112.21472,6.2,4920
AZ82403,35.1179,-112.0127,3,1350
WI00391,43.3575256,-90.0716664,5,
WI10582,46.0395873,-91.6084777,19.1,
WI00635,45.6030938,-91.8538023,2,87
WA01210,48.098009,-123.431808,0.01,0
WA01039,45.589594,-122.437178,0.02,21
VA153001,38.5441,-77.2856,,
UT00061,40.73186443,-109.205681,35,35
TX04101,31.550960999999997,-97.097012,0,100000
TX01599,29.528826,-97.93947,1771,2
SD00658,45.01521081,-99.42149534,20,3350
OK20547,34.366895,-98.733456,,4450
OK20779,35.12040015,-98.11040698,,252
OK20778,35.1192619,-98.15165948,,252
OK01337,35.696752,-95.616562,,966
OK02006,34.5983987,-97.02206923,,1015
OK01445,36.2708,-97.398794,,5600
OK00678,34.790445999999996,-97.108631,,4470
OK02031,34.55980432,-97.13950643,,1285
OK00753,34.942867,-97.531624,,1110
OK01464,36.35402794,-97.20322306,,700
OK00973,35.78669,-99.891802,,5400
OK00320,34.7018314,-97.41018502,,1680
OK02148,35.56145471,-96.91354127,,474
OR00653,45.30485153,-118.1369629,0.4,8
OH00086,39.33666667,-82.01833333,7.3,1517
NY14084,40.67722222,-73.48083333,38.5,900
OK12037,35.683752999999996,-97.942506,,17620
OK02205,34.61737452,-99.65126246,,1105
NY16935,42.95138889,-77.48888889,,
NY00445,42.78833333,-78.2325,3.1,800
NY00219,44.29666667,-74.07166667,0.65,28
ND00230,48.33685,-103.17136,11.5,
NH00035,43.4596,-71.7489,5.0200000000000005,670
ND00296,47.19901,-98.00633,7.38,
NE00729,40.64411076,-100.4464175,21.400000000000002,9413
MT02526,47.6129,-105.238,,
MT01947,46.8356,-106.4697,,
MT01172,46.2408,-114.3368,1,30
MS03815,32.45170088,-90.12122937,5.41,4391
MS03517,31.68890849,-90.39630352,0.09,160
MI01510,42.67833333,-83.08166667,3,760
MI02583,42.31944444,-85.26527778,0.03,
KY00203,37.076620999999996,-86.776332,2.9,
KY00144,37.30611111,-87.47666667,0.3,
MA01277,42.120757,-71.165939,0.9,
MI00521,45.5544,-84.3988,621,4270
ME00582,44.522566,-68.813639,0,
KY00419,37.318540999999996,-83.268759,0.53,18
KS09098,39.32769112,-96.02629559,0.49,460
LA00050,31.28222222,-92.61388889,34.9,100150
KS07212,37.91403706,-96.235878,1.43,1218
KS05256,39.36137378,-98.26985764,3.6,2080.8
KS05081,37.39221699,-95.91197202,1.67,1150
KS05361,38.14986856,-97.20998562,1.05,1200
KS02009,39.61793703,-95.53543966,0.35000000000000003,
IN00352,41.4944608,-86.77823145,19.2,296
IA02310,42.249700000000004,-95.9494,0.54,0
IL50723,39.05843,-89.39151,,
IA04023,40.6969,-94.1785,0.34,0
IA04142,40.6481,-93.1395,0.54,362
IA04126,40.879000000000005,-92.6703,0.11,100
IA01078,41.0843,-94.0826,0.32,0
FL28002,27.308287,-80.248519,30,30
GA01058,33.06751,-84.29029,0,
CT01660,41.67029,-72.55055,7.48,1085
AR00754,35.13388889,-93.4250001,15,350
MI82401,44.15747222,-85.56886111,2,185
WY01645,42.62857659,-108.8773421,2,640
WY00013,41.19,-104.896667,0.4,400
WY02251,41.7775,-107.182222,0.2,0
WY01320,43.78226422,-104.872099,1,2808
TX09364,33.494589999999995,-97.633747,0.12,0
TX09331,33.623295999999996,-97.587843,0,0
TX01003,33.587982,-98.638926,2.8000000000000003,6000
SD02225,43.93589827,-103.56819,32,1030
TX00687,31.635692,-96.327931,6.38,14892
TX02944,32.389255999999996,-99.371647,0,2
TX02837,32.683935,-95.736111,2.12,0
SC01912,34.7539,-80.3973,,
PA00614,41.0275,-75.6875,1.9000000000000001,
SD01127,43.84049303,-102.0934821,2,445
OK20630,34.38475958,-96.3032618,,515
OK20658,34.715379999999996,-97.87637,,890
OK21604,36.862077,-96.145767,8.1,7930
RI04237,41.90509795,-71.42518619,5,147
OK21208,35.47586021,-94.79979763,,1534
OK20810,35.51445047,-99.48002885,,250
OK00365,35.55428233,-99.11888924,,264
OK01171,34.51607758,-97.57318503,,2400
OK02125,35.87276609,-96.62953647,,935
OK02085,33.97152473,-97.34312783,,315
OK01122,35.45707,-99.035769,,660
OK00267,34.5304904,-97.30735957,,1040
OK02034,34.58205151,-97.00401022,,960
OK00960,35.63875,-99.883203,,18300
OK00411,35.629740999999996,-98.895311,,2970
OK00395,35.49039634,-99.23879682,,895
OK00989,35.853501,-99.389244,,1940
OK22072,36.255255999999996,-96.825494,26.310000000000002,
NY01076,43.12333333,-73.585,2997,
OK03001,34.313445,-97.998514,0.64,306
OK12017,35.02822395,-97.02049486,,810
OH01648,39.7075,-84.08388889,0.31,3062
NV10312,39.63,-119.1097,0.4,1000
NE00941,40.22409173,-96.53210029,1.3,664
NE00916,40.45964012,-96.68369581,0.7000000000000001,1300
NE01688,40.22593194,-96.31765294,1.6,927
NY00349,42.54944444,-75.48916667,3.7800000000000002,5100
NC05452,35.54,-81.96,96,
NH00055,43.2413,-71.1525,14.3,1009
ND00138,45.979029999999995,-102.05828,6,
NE00817,42.74340957,-103.0033622,0,0
NE00173,40.62133417,-98.6015352,15.69,1310
NE00880,40.7156136,-96.0732669,0.5,360
MT00112,47.632000000000005,-105.0005,,4290
MT00003,48.95877554314129,-107.2247029,2460,36000
MT00869,46.502175,-113.072688,0,0
MN00678,44.27755,-94.23463,42.300000000000004,
KS09210,39.28847929,-96.07278782,0.9400000000000001,903
KY00235,37.056512999999995,-86.788148,10.9,
KY00593,38.08569,-85.772201,0.15,
MI00327,42.348606,-84.110653,1.8,
MA00749,42.10897191,-71.317282,3.1,
ME00022,44.374790999999995,-70.034237,47,
MD00504,39.598441,-76.836682,0.35000000000000003,716
MD00488,39.033927999999996,-76.677759,0.3,
ME00616,45.151562,-67.285271,4.9,2862
KS04284,39.59498135,-96.30039363,1.33,401
KS09120,38.79821963,-95.34391549,0.63,552
KS07553,37.846007,-95.794983,1.21,
KS07439,37.479343,-95.129811,0.23,
KS05149,39.327571999999996,-98.809126,1.02,1005
KS05495,37.362966,-96.876941,0.42,280
KS07268,39.50860182,-95.84622786,0.84,1300
KS04542,38.52219982,-96.70797323,,
KS02070,39.70055819,-95.50470897,0.8200000000000001,505
KS01891,37.637910999999995,-97.65702,0.08,825
KS02086,37.74257222,-96.69319447,0.6900000000000001,
KS02007,39.63610133,-95.41197257,0.68,
KS02386,39.97961876,-96.48030715,1.54,
KS02092,37.72816616,-96.57825942,3.86,
IL50353,38.30884,-90.28246,0.11,
HI00065,22.129966,-159.31591,0.41000000000000003,
IA04125,40.8744,-92.6749,0.49,336
IA01032,42.042,-92.5199,1.74,0
IA00660,41.3569,-92.9883,1,0
IA00828,41.4662,-90.8065,0.89,0
CT00512,41.525445,-72.222402,5.63,235
CT00532,41.079254999999996,-73.696035,10.5,
CT01664,41.927603999999995,-71.939215,35.6,1486
CO00507,37,-105,4.11,1470
CO01201,40.0786,-105.5728,9,273
CO00749,39.276675999999995,-103.6689,22,5300
AR00244,36.29527778,-91.575,1.1,4676
KY01234,37.722667,-85.891318,1.2,
SC01491,34.3116,-80.7247,,
WY02247,44.784,-108.7341,0,0
VA109031,38.0634,-78.1912,2.85,
VA153021,38.5527,-77.2933,0.4,
WY01411,43.855329999999995,-107.70858,3100,17.6
WY01862,41.68991,-110.6102,6.140000000000001,
WY01948,41.6789,-107.9647,0,0
VT00185,44.44923019,-72.34687042,3.47,
VA193011,38.0974,-76.8484,,
TX06485,32.764289999999995,-94.98069,35.6,52981
TX04399,31.827310999999998,-96.830108,0,0
TX03416,29.919192,-95.132631,2828,525000
PA00467,40.59583333,-79.99694444,25,
SC12288,33.0231,-79.9277,,
OK21200,36.29453384,-95.28497188,,1230
OK20835,34.947659,-98.077705,,2700
OK20853,36.89311231,-95.87246304,,1160
OK20842,34.88198,-97.9784,,530
PA83673,40.712903,-77.927852,0.09,2300
OK02127,35.88245244,-96.62458174,,674
OK01263,34.692859999999996,-96.464643,,810
OK00943,35.51743283,-99.52235198,,880
OK00968,35.721636,-99.789905,,2400
OK00397,35.447666999999996,-99.289884,,3400
OK00726,34.87499768,-97.22262219,,624
NY01605,42.65361111,-75.40527778,0.32,84
NY01030,42.09333333,-75.59666667,0.41000000000000003,100
OK11060,34.807190999999996,-97.413386,0.45,520
OK03019,34.656476999999995,-95.764465,1.2,479
OK12011,35.038115,-97.095606,,1240
NJ00342,40.90495,-74.51628333,1.2,37
NH02354,44.205200000000005,-71.933,0,0
NJ00750,40.92928333333333,-74.5462,0.15,
NJ00086,40.4194,-74.2265,2.7,800
OH00388,41.29083333,-84.28111111,5545,122064
NE02277,40.67414764,-97.20028729,0.5,200
NV10720,40.965509999999995,-117.76046,0.1,0
NE02243,40.91556067,-96.9522861,1.3,143
NY00575,42.29166667,-76.06222222,2.85,11919
ND00225,48.296749999999996,-103.03572,6.37,
ND00075,46.67576,-97.94735,8000,
ND00247,46.27722,-96.6913,,
NE03020,40.54290688,-98.26079048,5.91,1054
NE00845,40.71519,-96.202438,0.2,234
NH00565,43.1325,-70.9413,16.8,4997
NE02496,41.07725643,-97.16955608,3.9,3490
MT03151,48.351800000000004,-106.535,,
MS03246,30.40947843,-88.95370546,0.7000000000000001,
MD00124,38.5676,-75.7135,8.1,711
MA02732,42.21881,-71.82749,30.1,
MN00856,44.56162,-96.38397,0.13,51
MN01686,45.06035,-93.20618,6.6000000000000005,
MN01039,44.421969999999995,-92.78751,2.72,665
MI00343,44.34666667,-84.595,17.5,430
KS07693,38.72723122,-96.944197,1.52,
KY00493,36.748439,-83.143703,0.33,11
KS09208,39.56749666,-95.79321186,0.78,1020
ME00123,44.660241,-70.165837,0,
ME00493,46.753333,-67.846667,0,
MA03240,42.237817,-71.563746,4.7,
ME00047,43.83452,-70.955761,3.2,
ME00615,45.1410355,-67.2753241,0,
KS04774,38.07379842,-97.07790398,,
KS05310,38.52450236,-99.10411343,2.72,1106
KS05097,39.78,-95.36,0.41000000000000003,1080
KS05076,39.31671611,-98.22910129,3.61,1371.3
KS04559,38.83676497,-97.01261947,2.09,
KS05466,38.81322624,-97.04131265,8.120000000000001,5070
IL00739,39.62419,-90.81173,,
KS02344,39.22006244,-98.10123838,1.19,
KS02225,37.43407743,-96.73535464,1.56,
IA03507,41.0364,-94.2833,0.5,0
ID06031,46.098200000000006,-114.472025,,
IA01056,40.7368,-94.6862,0.59,0
GA00774,34.308611,-84.726111,691,
FL36015,26.91012,-80.175903,30,75
CA01151,34.2539,-118.2712,0.5,
MN01841,43.720093999999996,-92.764345,0.14,
CT50020,41.314947,-73.46853,0.29,
WI00463,45.21671,-91.30774,,88
WI10165,43.82566,-89.16223,,7605
WI00445,45.3448903,-91.9986463,0.1,50
VA029014,37.5107,-78.5533,2.96,
VA195009,36.9025,-82.7524,0.6,
VT00115,43.16812897,-72.8634491,10.27,
TX06641,31.218299,-97.858384,0.65,515
PA00028,41.99527778,-77.64833333,3.4,
PA01126,41.19805556,-78.50805556,17.900000000000002,
OK20694,36.58867149,-95.40403125,,315
OK20845,34.87851,-97.91223,1.29,817
OK01011,35.68003863,-99.56057402,,2910
OK01424,36.416869999999996,-97.352893,,1930
OK01354,35.70301,-95.786227,,2510
OH00508,39.03055556,-82.67222222,1.7,6052
OK10736,34.584493,-97.843185,,17950
OK12033,35.01021809,-96.73856704,,985
OK00142,34.78263,-97.68799,,1055
NH01014,42.981700000000004,-70.7645,2.4,80
NJ00498,41.1355,-74.23181667,0.56,
OH00759,41.14833333,-82.23916667,1.6,210
NE02167,42.91615576,-100.5582539,4.7,1904
NE02166,40.57890093,-96.43949836,1.6,422
NE01729,41.00885275,-100.0093025,1.9000000000000001,870
NE01435,41.00399327,-99.94390785,0,0
NE01719,40.43270548,-96.10130663,1.5,1025
NY00751,42.55333333,-78.85194444,5.95,4250
NE02445,40.91059713,-96.96785238,0.4,1208
NH00450,42.8831,-72.1855,0.74,237
NE02487,41.03112861,-96.01071931,0.5,230
NE00129,40.09853365,-96.91663349,7.1000000000000005,2883
NC03243,35.460814,-78.508674,0.08,140
MT00248,48.428366,-109.895737,0,1810
NC00739,36.1774,-79.4113,29440,63000
MS00320,33.85554996,-89.05495558,1.03,
MS01047,33.35454853,-90.05956877,4.9,
MN00657,47.55825,-93.29805,35,1200
MN00654,47.8158,-91.7833,1100,11617
MN01405,47.77383,-96.61529,5356,
MI01369,45.236791,-84.050983,3.13,0
MN00122,44.41214,-96.35202,13.8,750
KS09242,38.58158559,-96.2174242,1.92,3114
KY00571,37.75388889,-85.21666667,0.03,
MD00342,38.62815,-75.918328,6.4,254
KS04287,39.7375343,-96.3953081,,
MA00283,42.67239875,-73.13557298,2.23,
MA00316,42.36691766,-73.17092324,1.8,
KY00829,36.81594,-88.83691,0.28,
KS07219,37.9327367,-99.81274882,7.8500000000000005,2600
KS07062,39.958850999999996,-95.775196,0.13,825
KS04155,38.650681999999996,-95.941116,0.66,1337
KS05391,37.48802921,-96.04071994,3.95,1900
IL00688,39.33798,-87.72331,3.3000000000000003,11200
KS02370,39.68789472,-96.29343242,0.6,
KS01123,39.224356,-95.202363,0.06,420
IN03243,38.56888815,-87.0353327,1.08,613
IL50037,38.90379,-90.11688,0.5,3035
IA02841,42.4166,-93.0687,0.11,0
IA01819,41.0202,-93.7695,0.61,0
IA01077,43.1754,-91.9137,2.11,0
IA00389,40.894800000000004,-95.7259,0.58,0
IA00061,41.0555,-94.8883,0.29,0
GA00857,34.49906944,-83.48339722,4,3500
FL12026,28.103215,-82.563262,,
CO02324,40.221945999999996,-103.670006,0,19
CO00497,37.513334,-104.990573,0,450
CO00037,39.286671999999996,-104.523905,0,1140
CA01406,34.601800000000004,-118.2424,23.6,
CO00558,39.122507999999996,-104.185009,15,15064
CO00078,38.861671,-108.767231,0,692
CA00792,38.4656,-122.7068,2.05,
CA00599,38.4976,-121.066,535,
MD00623,38.736131,-76.990383,0.36,
TX07544,28.806926999999998,-100.41941,2.3000000000000003,640
WI00820,46.3172,-90.858036,3,170
WV06902,40.07722,-80.53305556,0.81,
WY02256,41.7775,-107.182222,0.2,0
WY01434,43.186119999999995,-107.3059,3.5,300
TX06974,31.316630999999997,-97.195783,0,0
WA02045,47.24149573,-117.3730446,0.01,
WA00772,46.257777,-122.274491,1.3,
WA00513,48.439943,-120.065729,3.2,50
SD01104,43.27312611,-103.9581504,5,0
OK13256,36.73582409,-99.33958347,,562
OK20619,35.09835491,-97.76409029,,320
RI04214,41.51107408,-71.38166812,2,225
PA01645,41.35888889,-76.23416667,1.67,
OK01419,36.462565999999995,-97.432382,,3010
OK02091,35.829201,-97.171102,,1880
OK01068,35.45669053,-98.87803763,,1327
OK01059,35.30244604,-99.35933258,,1580
OK00401,35.695873999999996,-98.985272,,5035
OK00740,34.86839234,-97.55828576,,1425
OK22223,34.51323633,-97.9078943,1.01,405
NY01299,41.52638889,-74.94055556,19.63,3265
NY16072,43.35222222,-73.49611111,,
NY14090,40.85,-73.22805556,6,
OK10693,34.46251463,-96.33077445,,960
OK10646,34.65235134,-96.3950544,,690
OK12004,35.07738,-97.017478,,1590
OK02226,35.23021,-96.42616,,1170
NJ00315,41.047516666666674,-74.41221667,2.7,93
OH00655,39.77111111,-82.20583333,0.34,1754
OK00213,34.922343,-97.850918,,1185
OH00642,38.89194444,-82.60222222,18.6,23382
OK00258,34.52791656,-97.53824458,,795
OH02846,40.955000000000005,-81.12,,
NE00955,40.28486509,-96.47779166,2,4346
NE02171,40.21135613,-96.03251968,0.6,135
NE02163,40.27893238,-100.7573893,8.44,525
NY00785,42.36972222,-79.42694444,3.5,4322
NE01747,41.14840933,-97.52458695,0.4,43
NE02215,40.5875836,-96.4529017,1,278
NE00978,40.38480813,-96.59393685,1.9000000000000001,811
NE01264,40.39245249,-96.44183423,0.3,634
NE01880,41.09224969,-96.19903239,2.1,785
NY00495,41.41027778,-74.6975,1.43,
NY00185,42.98722222,-75.06583333,0.03,
NJ00164,40.48296666666667,-74.4124,42,1645
NC03519,35.294238,-79.358206,0.47000000000000003,1558
ND00187,46.86707,-97.10299,474.8,
NH00318,43.9852,-71.053,23,0
NE09764,42.85320271,-98.72270692,0.54,
NE00080,41.03138594,-96.91424124,5.9,363
NE00548,40.54979542,-96.69882205,0.5,738
ND00321,47.348330999999995,-102.647217,129,30716
MT00851,46.099132,-114.454059,1,0
MS01750,32.30943879,-90.31979148,,
MI01226,44.63997222,-84.51227778,3,
MN01581,46.50007,-96.51941,28,
MN01494,44.84816,-93.35153,33,
MN01261,44.95314,-92.81473,51.9,
MN01778,43.78633,-95.10904,3,
ME00415,44.021668999999996,-70.708015,14,
ME96001,44.670462,-68.431314,0,
MI00604,42.4829,-85.7966,1522,3900
MI00583,44.5390908,-85.35445079,12.9,
KS07543,38.78607505,-96.1206273,0.48,
KS07150,38.08679747,-96.5326643,13.33,6200
KS03766,37.510435,-97.400132,0.58,600
KS02253,38.67884225,-97.2161126,,
IN00745,39.76427856,-86.40895079,4.16,1896
IN00319,38.32368275,-87.31760621,0.7000000000000001,390
IN00283,38.56570675,-85.78336881,0.18,631
IN03941,40.64412759,-87.15079431,1.08,1108
IA03826,40.9144,-94.1341,0.27,0
IA04141,40.6274,-93.1719,0.25,158
IA04118,40.9153,-92.7008,0.73,385
IA01833,41.312200000000004,-91.8882,0.09,0
IA00496,43.284600000000005,-92.4701,21,0
CO00432,39.072784999999996,-104.266398,7,4075
AR00256,36.28972222,-91.39305556,0.5,947
AK00264,54.143594,-165.772,,
CO03036,38.78137018,-106.2771655,26,540
NH00930,43.2536,-72.3588,0.8200000000000001,0
WI00375,44.490069999999996,-92.16453,0.2,31
WY01381,43.1955,-108.7559,9,500
UT00541,41.38865996,-111.9096765,10.1,161
UT00357,38.40448,-113.20759,,
TX02429,31.074984999999998,-96.193205,0.26,307
TX02692,32.234342,-99.888967,101,214401
TX02952,30.608777,-95.533367,15,45375
PA00177,41.63555556,-80.13277778,7.96,
PA00746,41.57861111,-80.07666667,4.99,
PA00152,41.73833333,-75.27055556,3.14,
PA00662,40.77666667,-76.17861111,2,
PA00087,41.58666667,-75.18833333,0.7000000000000001,
OK20830,34.795623,-98.06223,,570
OK20863,36.810662,-95.882572,,956
OK21535,34.84868982,-98.15473556,1.08,1320
OK02184,34.36169161,-96.45930846,,2634
OK01202,36.27051,-97.464008,,3496
OK01367,34.75625,-99.72613695,,580
OK01366,34.74206862,-99.74923362,,2060
OK01280,34.648575,-96.617885,,3298
OK00571,35.94480746,-96.2418198,0.33,860
OR00374,44.8103218,-118.0586319,0.5,100
OH00259,38.81388889,-83.52027778,4.92,18571
NY01485,42,-75.46666667,,
OK12688,35.84177049,-96.39214381,,1700
OK12015,35.0232634,-97.05535994,,820
OK10648,34.673634,-96.427982,,4600
OK02216,35.134093,-96.284322,,4390
NY02458,42.693349,-76.090201,0,33
OH00755,41.50361111,-81.09388889,18.6,13350
OK00260,34.55342245,-97.54841468,,750
OH02104,40.15166667,-84.25833333,0.92,560
NE02422,41.79517862,-96.30187349,2.3000000000000003,2609
NE02403,40.97300942,-96.00893313,0.6,81
NE01008,40.04041637,-96.86719976,2.4,992
NC05073,36.0456,-79.9542,1235,4944
ND00173,46.933479999999996,-96.92758,505,
NY00719,42.13527778,-75.94222222,11.72,31403
NC03722,35.74361,-79.67722,36946,
ND00071,47.55676,-99.40739,,
NC00073,35.26468,-79.36082,42140,8151
NE00904,40.6833358,-96.01063289,6.1000000000000005,5901
NE00280,42.86663919,-98.88101809,0.4,1250
ND00324,48.59,-102,311,1900
NE00046,41.16379976,-96.64327623,0.53,399
ND00346,47.803332999999995,-101.963333,44,1371
ND00516,47.74807,-102.92282,4,
MT03289,47.4737,-112.5546,,
MT03831,45.2691,-111.2878,,
MT00834,45.536176,-112.001072,1.1,550
MS03823,32.19620732,-90.89899078,0.1,417
MS00318,33.87798188,-88.98856978,,
MO12118,40.0909703,-91.89995571,1318,
MN00142,43.7956,-94.07686,23.2,39
MA02476,42.1146,-71.17189,4.1,
MN01022,48.938579999999995,-96.71575,31.25,950
MN00892,43.666489999999996,-91.43708,0.3,160
MN00029,46.53732,-94.77104,3.6,375
MN00098,47.537929999999996,-92.31427,145.5,7105
MN00883,46.86212,-95.68085,189,400
ME00251,44.395216999999995,-69.311403,6.4,
MI00642,46.200001,-86.032227,5.9,29
KY00099,37.68861111,-85.23166667,0.25,
MD00064,38.7349,-76.9154,2.5,17600
ME00113,44.447255,-69.605336,34.2,
ME00702,44.322134999999996,-68.25467,0,
MA00238,42.473476,-70.978171,0.9500000000000001,
LA00028,32.116,-93.56222222,205,40500
KS04454,38.407968,-95.075127,0.88,1214
KS05067,39.210964,-97.957112,6.57,
KS05415,38.75,-97.23,0,801
KS02331,39.4458608,-95.59640015,4.15,
IL00693,39.18739,-89.60427,104,93550
KS02359,38.21540715,-96.21332589,,2137
IN00337,38.95630118,-85.59190477,0.9400000000000001,864
IL00781,39.14528,-89.88889,12.3,12283
IL10109,39.066837,-89.51478,0.13,216
IA01336,41.4298,-94.7837,3.9,0
IA00441,42.3724,-93.0668,14,0
GA04630,33.333361,-84.127944,11520,
GA02170,33.645089999999996,-85.17439,2538,
GA00038,34.263332999999996,-84.273333,2240,252
CO01244,39.888380999999995,-104.997028,0,90
TX07554,29.764433999999998,-95.805881,1,4
CO02344,39.87875,-105.157511,0,75
WI00019,45.256029999999996,-89.56276,179,3390
WY00311,41.745000000000005,-107.2579,0,0
UT00090,40.63116772,-111.8044218,48.300000000000004,1030
TX07217,30.360675999999998,-97.749767,0.6,3305
TX04871,29.373523,-95.590206,0,0
TX00785,32.791126999999996,-97.415045,2047,237184
TX00423,31.830897999999998,-96.832398,0,0
PA00242,39.74777778,-78.67638889,52,
OK20854,36.889787999999996,-95.807274,,1250
OK20818,34.60313412,-97.38390075,,740
OK02090,35.808377,-97.13898,,1690
OK00399,35.48906947,-99.20612797,,1756
OK00381,35.74363176,-99.28323239,,920
NY12541,42.59861111,-74.76666667,,
OK11099,36.37908741,-95.79667883,,6140
OK12185,34.807607,-95.796114,,670
OK02218,35.278098,-96.371465,,2020
NJ00099,40.08598333333333,-74.18505,29,3019
OH00782,41.01,-83.57166667,1.01,110
NE02250,40.56734396,-96.33946723,2.8000000000000003,715
NY00612,42.33305556,-76.09416667,0.6,3230
NE00994,40.3938457,-96.46741418,0.7000000000000001,315
NY00935,42.29166667,-76.12166667,0.25,174
NY00674,42.37,-77.11,44.800000000000004,1116
NH00008,43.121900000000004,-72.298,4.9,395
NE00856,40.68936847,-96.17591695,0.3,271
ND00367,47.54006,-101.23571,4,
NC00551,36.32537,-79.72612,4429,248
NC01424,35.99,-80.597,1506,470
MT01407,48.769600000000004,-104.5722,,
MS00879,34.18014343,-89.23096669,2.0300000000000002,
MN01161,44.30419,-93.91394,1.7,
MO12280,40.34936688,-95.13194213,1760,
MA02542,42.21332365,-71.99891317,3.4,
MN01699,47.713604,-93.711668,3,400
