nidId,latitude,longitude,drainageArea,maxDischarge
SC02019,34.618300000000005,-81.9976,,
TX03267,31.368247,-95.505206,0,0
TX02667,30.482183,-96.958777,2.69,2
SD01824,45.588333,-102.671667,,120
SC02665,33.4889,-81.7739,,
SC01272,33.8788,-81.7799,,
SD00146,43.801666999999995,-100.865,,630
SC02201,34.9669,-81.9503,,
SC01920,33.6422,-80.4648,,
SD00136,43.853333,-100.911667,,1008
TX00854,32.049182,-98.101366,8.81,8445
TN11318,35.741944,-88.670833,0.9500000000000001,
PA00668,40.69027778,-75.93555556,1,
PA00949,40.34305556,-77.42805556,0.18,
OR03731,45.20449066,-122.7884216,0,0
PA00821,39.96444444,-80.5075,22.400000000000002,
SC00220,33.7385,-81.308,,
SC00612,34.4197,-79.9415,,
SC00739,35.107600000000005,-82.0177,,
RI04073,41.79079436,-71.48957059,,110
RI04519,41.92377,-71.78228,,
OK01100,35.340709,-98.978954,,3630
OR00226,44.7509613,-117.4349289,2.25,320
NY01598,42.31666667,-73.56666667,0.22,354
OH00064,40.49361111,-81.90305556,0.42,802
OH00094,40.83277778,-82.29083333,0.08,10
OR00438,44.50191879,-119.9758987,3.5,250
NY01458,41.9,-75.23,0.8200000000000001,
OH00330,40.83944444,-81.07388889,0.9500000000000001,795
OH00477,40.94388889,-81.62166667,7.8,4880
NJ00954,41.09721666666667,-74.8871,0.1,
NM00140,36.4757,-104.8952,1,
NM00513,33.321717,-105.68331,1.23,11240
OH02686,40.22055556,-84.63083333,0.02,3
OH00704,40.98944444,-82.73472222,0.12,
OH00679,39.72638889,-82.7,0.26,783.7
OH00922,39.95444444,-82.65361111,0.24,228
OH00685,39.92305556,-82.74472222,0.33,26
OH01888,40.15083333,-82.53944444,0.19,28
OH01144,40.815000000000005,-82.3225,0.49,520
NE01353,40.50170691,-99.8783908,4.2,510
NE01436,41.03759392,-99.51415836,1,460
NY00798,42.77833333,-78.57,0.14,190
NJ00140,40.1475,-74.3252,9,
NY00316,43.8995,-75.0523,171,45000
NC04481,35.828,-78.449,,
NE03715,40.01782001,-99.18972617,0.64,
NH00084,43.310100000000006,-71.7522,2.7,30
MT03440,48.8461,-109.8174,,
MT03671,46.473,-111.055,,
MT03087,47.625,-104.9875,,
ND00678,48.593376,-98.836952,30,
NC04242,36.263889999999996,-80.32,139,10
NC03261,35.48318,-79.21281,,
MS07230,33.30871866,-89.18515413,,
MS06136,34.25871,-88.59653,,
MS06072,32.619659999999996,-89.83035,,
MS05982,34.42053,-89.81559,,
NC00565,36.393,-79.709,1926,165
MS06052,32.59019,-90.46544,,
NC03364,35.80368,-82.54774,,
MT03834,45.77792412,-110.442925,,150
NC03389,35.59182,-81.86262,,
MT00981,47.2442,-105.8525,,
MS02320,32.53516668,-89.56142688,,
NC03345,35.2001,-83.4495,,
MS02291,31.44572387,-88.95627442,,
MT01613,46.5095,-106.0106,,
MS02347,32.34115401,-89.66548744,,
MS06829,32.58463624,-89.52369239,,
MS06812,32.39737747,-89.34630981,,
MT01378,46.7139,-112.7303,,
MS06184,32.17730865,-90.84324049,,
MT02543,48.2978,-107.3685,,
MS03807,34.21773714,-89.92090337,,240
MS04247,30.93883,-89.35936,,
MS04184,30.483369999999997,-88.73461,,
MS04987,33.46797,-88.84047,,
MS04709,33.08341,-89.04093,,
MS01734,32.35607236,-90.37075305,,
MS04739,33.06605,-88.58165,,
MS05255,31.17412,-89.48971,,
MS01554,34.87112426,-89.81859413,,
MA03049,41.79596023,-71.06583348,21.8,
MA02867,42.44907,-71.84504,0.52,
MA00956,42.109511999999995,-71.7819,2.92,
MA00593,42.292528,-72.289961,0.15,
MN01769,45.18857,-94.98583,11,
KY00524,38.06861111,-84.70722222,0.39,
MA03269,42.068548,-71.152754,0.9500000000000001,
LA00542,32.793,-93.95527778,,
KS07908,38.912175,-94.974935,1.6400000000000001,
KY00439,38.35,-84.96722222,0.11,
KY01054,37.108151,-88.423056,0.28,
KS09328,39.43921476,-96.44923747,2.48,1130
KY00765,38.709877,-84.079412,0.18,
KS09339,39.32210767,-96.50229597,0.34,613
LA00393,31.169,-92.49,1,179
KS02541,38.68819,-98.398032,3.38,4300
IN00121,38.2975515,-86.98024963,1.86,520
IA01977,42.5185,-95.7242,0.37,0
IN00272,39.14428748,-86.21753062,0.68,440
IA02678,43.050000000000004,-91.4,0.33,0
IA02309,40.738,-92.0636,0.1,0
IL50411,40.270559999999996,-90.71501,0.7000000000000001,
IL40120,39.83558,-90.19148,0.09,164
IL00441,41.42329,-90.24812,,
IL01059,39.028459999999995,-89.69683,,
IL00789,38.13702,-89.95695,,
IL00026,37.36058,-89.17157,3.6,18624
IL00377,38.234449999999995,-89.72475,0.3,230
IA03116,42.3873,-93.9789,88.06,0
IA02866,40.6672,-93.1849,0.09,0
IA02969,42.123200000000004,-90.7746,0.27,0
IA00725,41.899100000000004,-95.705,0.24,0
IA00718,42.051,-95.8466,0.29,0
IA01091,41.1175,-94.3396,0.6,0
IA00843,40.8476,-95.3607,0.43,0
IA01658,40.6841,-94.9495,0.35000000000000003,0
IA00132,41.887,-92.2035,0.16,0
CT01247,41.272374,-73.459269,0.91,487
CO00373,38.995000999999995,-108.052231,1,882
GA00643,34.955278,-83.640833,2.05,
CT00496,41.840461,-72.712525,1.9000000000000001,1554
FL00499,30.3552,-85.18,0.25,480
CT00560,41.763002,-72.488183,1.7,812
CT00583,41.988724,-72.601688,9661,125226
CO02962,40.29041,-105.544181,0,140
CO02051,38.814172,-105.069178,1,3800
CO02471,38.441677999999996,-105.250571,0,3
CO00785,37.428619,-106.588635,4,5940
CO02107,40.513619,-106.605575,0,0
CO00517,38.740003,-103.912227,48,11000
CT00302,41.517461999999995,-72.938225,2.75,375
CO02261,38.00766999,-107.2062566,2,480
CA00500,41.688500000000005,-122.4834,3.6,
CA01211,33.9331,-117.3774,6.7,
AZ00116,31.495279999999998,-111.28139,3.6,
CA00241,37.3754,-120.4393,4.95,
AR01181,34.53166667,-94.23833333,0.2,387
AR00107,34.74333333,-92.495,0.04,289
CT00029,41.323205,-73.070827,,
CO01117,39.993336,-104.933896,0,15
CO02293,39.996027999999995,-104.905076,0,757
TX04283,29.936192,-97.144756,0,0
CO00801,37.786673,-107.230574,5,258
TX09727,32.28472,-95.349638,0.12,2
GA07961,32.544167,-84.692778,0,
UT53966,41.60634635,-111.8280009,,13
WY00007,41.2348,-105.2778,18.7,21400
WY02591,41.634100000000004,-105.9292,,
WI00556,45.5377594,-90.7340162,4,150
WI00210,44.5547822,-91.3923446,125,10485
WA01207,47.549544,-122.676752,0,0
VA065026,37.981,-78.2668,,
VA085090,37.9408,-77.6635,,
WY00439,44.4846,-106.2715,0,0
WY01208,41.069722,-110.391667,0,177
VA075071,37.6848,-77.719,,
VA135024,37.1816,-77.9073,,
TX09065,30.786236,-94.17092,95,0
TX09698,30.100222,-97.852607,0.8,3
WA00651,47.89788876,-122.0681148,0.1,0
WA01711,46.904163999999994,-122.610353,0.13,78
VA193009,38.0591,-76.7361,,
TX04484,33.715036,-97.668985,3.97,0
UT53449,41.78747492,-112.1058105,,10.58
TX01269,32.448282,-96.950888,2.4,2
TX02112,33.463094999999996,-96.695198,0.5,0
TX01098,33.141171,-96.35022,1.8,882
TX00881,32.023621,-98.336307,2.16,0
TX01534,33.265136999999996,-97.469987,1.77,0
TX01770,29.268476999999997,-95.204232,0,0
TX01160,33.372420999999996,-96.650491,0.97,1558
TX01326,30.429138,-97.33891,0,0
TN04744,35.239167,-89.529444,0.08,
SD01659,44.34010474,-101.7596567,,875
TN07702,35.783888999999995,-88.247222,2.8000000000000003,
TN07917,36.309722,-88.307778,0.04,
SD01716,44.160000000000004,-101.163333,,594
SD01851,44.361667,-101.873333,,3000
TX02600,32.195778,-96.600235,1.35,2615
TX02619,32.250091999999995,-96.439047,1.3800000000000001,0
SC01643,34.1509,-82.5676,,
SC01432,33.8842,-80.4254,,
SD00147,43.828333,-100.88,,1008
SD01416,43.596667,-100.483333,,144
SC01256,34.1328,-81.7504,,
SC01511,34.752500000000005,-81.6853,,
TX00566,33.653331,-97.447035,3.84,0
SC01731,35.0567,-82.4919,,
PA00466,40.21277778,-79.45833333,8.5,
PA00457,40.14555556,-79.37055556,5.9,
SD01565,44.288333,-100.788333,,500
SD00404,44.631667,-102.048333,,2400
SD01023,43.836667,-100.483333,,4200
SD00766,44.83439049,-101.5531529,2,1560
SC00377,33.6884,-81.3104,,
SC00976,33.5412,-79.7428,,
PA01892,41.885000000000005,-75.52833333,0.8,
SC00442,33.5419,-80.8647,,
RI01311,41.91394039,-71.75922396,,17
OK00272,34.58276292,-97.32511612,,724
OR00752,44.38819122,-123.1587524,0,0
OK22057,36.85693988,-97.17181389,,
NY14897,43.1575,-73.40388889,0.37,
NY01309,42.16166667,-73.58833333,0.53,300
NY01470,43.83833333,-75.28,,
OK12043,35.630777,-97.868887,,4600
NJ00759,39.92635,-74.52653333,27.5,
NJ00751,39.48806666666667,-75.11096667,53.1,
NJ01009,40.869949999999996,-74.14706667,4.4,1922
NM00405,32.3462,-106.7619,29,30400
NY01194,42.44666667,-73.49166667,0.38,525
OH02325,39.88222222,-84.73777778,1.67,848
OH01964,41.28583333,-82.22555556,0.01,1
OH00789,41.51305556,-84.14833333,0.08,5
OH01834,40.28111111,-80.86777778,0.43,58
OK00088,35.672171999999996,-94.69294,,12737
OH02425,40.95,-81.15333333,0.38,310
NE02425,42.81729797,-97.46955546,3.4,879
NY00561,43.455000000000005,-75.14833333,25,
NV10624,39.111309999999996,-119.75432,0.1,10
NY00871,41.595279999999995,-73.6475,1.01,85
NC04687,36.2549,-81.3439,138,100
NH00784,42.805800000000005,-71.6616,2.25,29
NE02448,42.82026425,-99.17569816,7,455
WY82403,44.516375,-107.413988,24,0
NE03664,40.24279975,-99.9979256,2.5100000000000002,
NE03450,40.27699639,-100.7255658,0.14,
NE04437,40.60599069,-96.99299375,0.2,
NE00465,40.70410786,-99.09833696,0.28,690
NC00246,36.543,-80.98,2266,119
MT03641,48.2269,-111.3189,5.47,180
MT03532,47.455000000000005,-110.0944,,
NE00734,40.40152089,-100.0851458,2.7,470
MT03168,47.8938,-105.701,6.25,1000
NE00294,41.29122332,-97.33971141,0.8,898
NE00699,41.53671427,-103.5854513,1.97,508
NC05213,34.984719999999996,-79.275,,
MT00183,47.715900000000005,-109.0215,,1200
MT02912,47.4026,-108.8471,,
MT03301,47.462500000000006,-111.0931,1.8800000000000001,68
NC00857,35.9831,-78.6874,1062,172
MS02491,31.12872914,-89.20500962,,
NC01050,36.072,-78.9644,1600,33
MT02523,47.4155,-107.4343,,
MT02928,45.0402,-104.627,,
MT02419,46.638000000000005,-106.7806,,
MT01639,46.3283,-105.5218,,
MT01001,48.659200000000006,-106.3793,2.06,710
MS02851,33.03628985,-89.54886826,,
MT01625,46.4364,-106.0187,,
MT01580,48.064600000000006,-110.2527,1.56,600
MT00043,46.354400000000005,-112.8494,0.4,4600
MT00069,46.3864,-110.0785,3.13,1200
MT00067,46.6039,-106.6149,10.63,1100
MT02582,48.126595709306194,-107.7772721,,
MT00826,46.0798,-105.9946,1.55,1200
MT02361,47.2261,-107.1149,2.44,750
MS04517,34.09364,-88.32044,,
MS05773,32.46533,-90.37315,,
MS04557,32.89853,-88.90833,,
MS03977,30.77365,-89.01602,,
MS00337,33.51748611,-89.07687337,,
MS02198,32.00265515,-90.18318675,0.11,
MS02157,33.49114444,-89.55050058,,
MS04080,30.651619999999998,-88.42457,,
MS02963,30.76628526,-89.69791074,,
MS00514,31.27468956,-89.39982301,1.43,
MS01163,31.92254705,-89.00739334,,
MS00157,32.22691339,-90.83917991,,
MA02947,42.219500000000004,-71.45791,0.42,
MA00895,42.09341001,-71.63780433,50.9,
MA02381,42.073521,-72.216527,2.16,
ME00560,44.932424999999995,-70.108138,0,
LA00141,32.912,-93.102,1.04,67
MA00807,42.15167928,-71.14002114,9.9,
MA00074,42.11123362,-72.76626495,82.5,
KY00341,37.40887,-84.678266,1.56,
IL00727,39.55466,-88.47213,1.1,242
IL83452,39.476389,-89.733056,,
IN03713,38.68395872,-85.61973505,0.19,535
IL50686,39.10752,-89.79151,,
IL00305,40.798739999999995,-89.78805,,
IL00857,39.43403,-88.23076,,
IL00013,37.69945,-89.22353,3,10000
IL50651,39.325109999999995,-87.89511,0.1,
IL01078,39.01546,-90.17761,,
IA00270,41.872,-95.501,0.23,0
IA03992,41.2031,-91.8936,0.3,0
IA01915,41.9744,-95.3193,0.27,0
IA01901,41.9328,-95.562,4.75,0
IA03442,41.278200000000005,-91.8819,0.6,0
IA00729,42.019000000000005,-95.8008,0.28,0
IA00567,41.2616,-92.3054,0.16,0
IA01832,41.2714,-91.7198,0.09,0
IA00355,40.8662,-91.2785,0.3,0
IA00831,42.9215,-95.6791,0.53,0
IA01631,41.2785,-91.5918,0.1,0
IA00144,42.2351,-94.7308,0.1,0
IA00400,40.6644,-95.656,1.3800000000000001,0
GA01814,33.966038999999995,-84.163975,100,
CA01212,34.0041,-117.4464,,
DE00064,38.64299,-75.60553,23.23,636
CT01556,41.424642,-71.950772,5.53,
FL00080,30.7484,-85.6901,0,210
FL00009,30.785859,-86.578216,0,4409
CT00075,41.350718,-73.400964,0.36,270
CT00467,41.558008,-72.038025,4.09,495
CO02155,37.425003,-108.450574,3,450
CT00368,41.745025999999996,-73.03474,0.63,107
AR01199,35.05222222,-93.995,7.2,5556
CO00027,39.121676,-104.640572,0,3580
CA00206,37.9553,-122.5752,2.2,
CA00861,38.8186,-121.139,0.02,
CA00855,33.7295,-117.7421,2.02,
AR01501,36.07611111,-93.70055556,1.1,23854
AR00126,34.70333333,-92.43333333,0.17,587
KY01257,36.82345,-87.93777,0.15,
ME00054,43.3946205,-70.4436353,0,
VA019089,37.284400000000005,-79.3539,,
WI00044,44.4393544,-90.8240869,70,7300
WY00001,41.176666999999995,-105.223333,28.400000000000002,29800
WI00024,45.4483682,-92.450256,24.3,600
WY01533,42.070555999999996,-104.349722,5.1000000000000005,3117
WI01022,45.2861075,-90.8093805,4.89,289
WI00016,44.411,-90.722,1290,91600
WI00015,44.1324813,-90.9937361,24,414
WI00313,43.67619,-87.94385,22,1165
WI01143,44.2226806,-90.3019287,,2100
VA141051,36.7415,-80.3505,,
VA081008,36.6321,-77.6458,,
VA081007,36.5865,-77.6544,,
WY00318,42.6879,-106.1109,0,2497
WY00442,44.5033,-106.2707,0,0
VA147041,37.1897,-78.3627,14.46,
WY00791,44.193611,-106.711389,0,0
VA125018,37.9028,-78.8914,,
TX07075,27.902800000000003,-97.25,0,31
WA00543,45.97904,-119.050499,0.01,0
TX06847,33.432697,-97.716687,474,0
TX04079,31.359958,-97.282047,0.97,0
TX04588,32.025686,-96.602993,1.4000000000000001,2
UT00564,40.89518571,-111.8457716,10,313
TX04230,31.900007,-96.912723,2.04,1655
TX04229,31.901366,-96.936637,0.6900000000000001,548
UT50049,40.41684976,-111.812433,0,
UT53651,40.42352724,-109.4373532,44,
TX04536,33.656628,-96.431342,0.68,0
TX01101,33.229515,-96.347243,0.56,0
TX02030,28.768736999999998,-97.791478,4.33,5641
TX01213,32.898305,-97.753672,1.26,0
TX01578,30.046644999999998,-97.774602,3.86,5817
TX01680,31.335393,-99.12158,4.76,0
SD02098,44.731666999999995,-102.8,,840
SD02122,43.655,-101.24,,2000
SD01878,45.35,-103.496667,,975
SD02016,43.986667,-101.271667,,600
SD01679,45.13716651,-101.2519352,,1200
SD02313,43.705000000000005,-99.98,,917
SD02041,45.353333,-102.41,,400
SD02065,45.538332999999994,-102.236667,,100
GA05698,32.501025999999996,-83.314386,0.36,240
SD01844,44.271667,-101.981667,,1800
TX02583,32.080611999999995,-96.556557,0.92,0
TX03200,33.277228,-98.250563,1.4000000000000001,0
TN06516,35.233000000000004,-85.047,,
SC01567,33.7108,-80.8036,,
SC02560,34.5629,-82.0665,,
SC01359,33.8574,-81.4343,,
SC01353,33.9973,-81.2967,,
SC01134,33.7929,-81.7735,,
SC02545,34.6595,-82.5798,,
SC02399,33.4624,-80.9783,,
SC02047,34.5431,-81.8634,,
SD00571,43.671667,-99.865,,840
TX00397,33.361988,-96.30247,3.15,4126
PA00158,41.47166667,-75.33,0.8,
OR01885,44.68547058,-117.8936462,3.5,150
SD00835,44.221667,-101.595,,1680
PA00136,41.81333333,-75.44666667,1.3,
SD01078,45.466667,-100.233333,,720
PA01061,40.65,-77.93,2.02,
SD01151,43.866667,-99.468333,,313
SD00826,44.156667,-101.638333,,1050
SD01032,43.053332999999995,-103.598333,,1300
SD00195,43.90224689,-99.22201569,,120
SD01573,44.438333,-101.101667,,1000
SD01084,45.451667,-100.24,1,238
SD00252,44.816666999999995,-99.538333,,9000
SD01301,43.456666999999996,-100.698333,,163
SD01203,45.648333,-103.145,,945
SC00488,34.3209,-80.3831,,
PA01625,40.49083333,-78.29722222,0.47000000000000003,
SC00974,33.682900000000004,-79.6628,,
RI04261,41.96775816,-71.53786468,1,143
SC00281,34.9987,-81.5544,,
SC00275,35.1518,-81.7581,,
SC00011,35.0733,-82.3406,,
OK00789,34.980174999999996,-97.486435,,1235
SC00990,32.4455,-81.1086,,
OR00234,42.06832122,-119.5575867,35,798
OR00520,45.23188018,-122.9537582,5.9,750
OR00629,42.32794189,-120.3302078,3.61,164
OR00412,45.43181991,-117.9360962,0,32
OR00658,44.66913333,-120.277625,0.18,2884
NY12037,43.566666670000004,-75.59472222,24,175
NY01527,42.64166667,-76.40833333,0.4,463
OH00511,39.10055556,-82.78944444,4.97,791
NY10464,42.93361111,-78.36194444,0.02,30
NM00171,34.67865,-106.79121,0.86,137
OH01619,41.49638889,-81.34333333,0.79,316
NJ00871,40.24143333333333,-74.08095,1.4000000000000001,
OK00087,35.677019,-94.734311,2.84,
NE01703,40.82354019,-96.04753373,0.3,222
NE02170,42.88572273,-103.4919288,1.2,370
NE02381,40.99191647,-96.7156928,0.2,170
NE01090,42.77900909,-103.7993538,0,0
NV10584,36.2196,-115.1121,71.8,71400
NE02248,40.38346991,-97.29282112,7.7,18800
NE01686,42.815297,-99.089147,0.5,450
NY00928,41.84166667,-73.645,1,1560
NV10134,36.52833,-114.42,1,150
NC04537,35.834,-78.654,,
NE09125,40.43491903,-99.6601951,0.8,
NE06958,40.426821,-98.313529,0.42,
NE08048,40.14294934,-100.2851436,0.39,
NE01997,40.32317537,-96.15889316,0.07,0
NE03294,41.388743999999996,-96.853423,0.62,397
NE03027,41.65254949,-103.5616435,0.19,0
NH00564,43.1438,-70.9397,0.42,444
MT03437,48.567800000000005,-109.9019,,
NE00436,42.96476918,-99.70252087,0.7000000000000001,155
MT03260,46.8766,-106.5017,,
MT03255,47.4422,-108.8788,,
MT02734,45.3829,-104.6836,,
MT03056,45.082,-104.7805,,300
ND00604,46.14758,-97.01313,1,
MT02620,47.860400000000006,-104.746,4.08,
MT00212,47.732400000000005,-110.6997,1,38
MT00290,48.8982,-109.9242,,
NE00580,41.54762297,-103.6670993,0.3,560
MS06936,33.4400457,-89.80404024,,
MS06081,34.26872,-89.29384,,
MS06591,31.20825244,-90.72831828,,
MT03816,48.6858,-106.9532,,240
MT03334,48.739000000000004,-109.3195,,
MT03305,47.5839,-111.4326,,
MT03318,48.5386,-109.9721,,
NC00963,35.668,-78.264,109,3
MT03286,46.7004,-111.258,,
MS03195,32.85463206,-90.26176438,0.26,
MT01647,46.2334,-106.0652,,
MS02929,32.78756272,-90.11214349,,
MS02407,32.4648428,-89.2050685,,
MT01666,46.170500000000004,-105.6296,,
MS03561,32.98370849,-88.62854227,0.42,428
MS02331,32.49673198,-89.65553379,,
MS02367,33.30872199,-90.49555611,,
MS01983,34.47165644,-88.98285967,,
MS03346,33.27244428,-89.76983549,0.12,102
MT02005,46.336000000000006,-104.4855,48,2050
MT01730,45.7678,-105.8116,,
MT01145,47.08198629,-104.2804343,2.57,740
MT01701,45.93,-105.3705,,
MS07292,31.46740675,-90.41158699,,
MT01769,46.198,-106.2361,23.44,1500
MS04536,32.86316,-90.17445,,
MS05649,32.388349999999996,-90.54409,,
MS03919,30.84601,-89.19084,,
MS05749,32.44563,-89.05474,,
MS05725,34.55272,-90.12213,,
MS02615,32.45291116,-88.67880906,,
MS05320,34.809000000000005,-89.20242,,
MS01837,34.88461973,-89.30130781,,
MS04623,32.9398,-90.1965,,
MS04309,32.68604,-90.06548,,
MS04116,30.581429999999997,-89.53223,,
MS04912,33.61255,-88.54181,,
MS00974,34.62068874,-88.51235166,,
MS01430,30.88136592,-89.53275841,,
MS00710,31.1250168,-89.41478635,,
MS01263,32.24353574,-90.10126633,0.05,
MS00273,33.482303,-89.13020742,,
MS00377,33.37619373,-88.70694875,,
MS00493,32.03160215,-90.70323841,,
MO40164,38.80918,-94.34895,14090,
MD00185,38.748329999999996,-76.0167,0.01,20
MD00179,39.1811,-76.232,1.7,500
MA02629,42.6061487,-73.0078508,,
MN00923,48.32196,-95.85161,196,300
MI00695,42.69666667,-83.61833333,1,93
KY00557,38.16638889,-84.52527778,0.54,
MA02159,42.16238385,-73.17368698,0.37,
KY00085,37.929687,-85.651201,0.27,
MI00254,46.355000000000004,-85.54833333,168,5275
MA01183,42.56193953,-71.54409825,,
ME00747,44.999576,-70.560044,0,
MA01170,41.86803,-71.12971,83,
LA00520,32.009,-92.898,,1050
LA00535,31.012,-92.402,1,
KY00864,37.20999,-84.054033,0.72,
MA00312,42.27314314,-73.20158826,4.2,
LA00215,30.804000000000002,-92.672,,27
LA00494,32.485,-92.547,,
KY01048,37.88916667,-85.65138889,0.88,
KY00431,36.8087,-83.56167,0.08,
MA00203,42.27816213,-73.07359815,0.8,
KY00709,37.91527778,-85.59111111,0.67,
KS02452,37.12359416,-96.02042079,6.03,
IL00224,40.56191,-90.36279,,
IL00245,38.64069,-88.94629,3.9,3000
IN00077,38.77181224,-87.01845303,3.8000000000000003,3932
IA02304,41.782000000000004,-95.4981,0.33,0
IA02622,41.18,-95.33,0.43,0
IL01054,39.05938,-90.22151,,
IL01048,39.10754,-89.91653,0.1,136
IL00861,39.61772,-88.02805,,
IL00388,38.47457,-89.89929,,
IL00932,38.08578,-88.21247,,
IA04215,42.5176,-90.8869,0.16,12
IA03234,41.9882,-92.3977,0.33,0
IA00246,41.9974,-95.3344,0.38,0
IA01897,40.9528,-92.4634,0.29,0
IA02943,40.9885,-94.1654,0.85,0
IA02074,40.628,-91.6935,0.05,0
IA02974,40.9189,-93.3288,0.12,0
IA01033,42.237500000000004,-95.8386,0.16,0
IA01326,41.8367,-91.655,0.42,0
IA00121,41.6347,-94.9402,0.39,0
IA00194,42.8194,-95.5086,0.44,0
DE00061,38.77733,-75.31287,22.2,5472
CT01322,41.150901,-73.58819,2,
CT00279,41.998535,-72.599696,11.1,2000
CO01829,39.256673,-103.068897,8,5800
CO01858,40.906118,-106.971119,0,323
CO01085,37.85968,-108.367983,0,940
CA01108,39.115700000000004,-122.9217,0.3,
CO00859,40.266892999999996,-104.947991,0,967
AZ00071,32.80694,-109.86222,0.56,800
AZ00222,32.074439999999996,-109.89806,0.4,
AR00318,35.405,-92.675,6,3907
AR01265,36.39888889,-91.03333333,4.3,2804
CT01638,41.575761,-72.938845,,
CA00253,39.270147,-120.930067,,28000
CO01109,39.998337,-104.710572,0,210
CO00905,38.38501,-104.60557,1,510
OH01522,40.18055,-82.9375,0.12,
GA06170,31.644111,-82.481194,0,
UT53949,37.01160851,-112.9717465,,132
VA019100,37.3219,-79.4292,,
WI00338,44.4579062,-89.1480029,68,1700
WV02331,38.85472,-79.16416667,,43702
WV05514,37.36806,-81.04444444,,
WI00754,45.28,-88.2,537,21000
VA085033,37.5611,-77.2589,,
VA085041,37.7003,-77.3895,0.61,
VA800018,36.5537,-76.9132,,
WV10104,38.41944,-80.54722222,,
WY01811,41.508055999999996,-105.434444,0,304
VA153006,38.7049,-77.4479,343,
WY00965,44.577777999999995,-105.293056,0,0
WY01795,44.901111,-107.252222,0,0
VA075097,37.781600000000005,-77.9298,,
TX06695,33.739968999999995,-96.567913,2.32,2
VA057015,37.780300000000004,-76.698,,
UT00510,38.27851382,-109.2389989,1.1,
TX08015,31.7311,-106.3414,3.2,73900
UT00352,40.49503424,-111.2750587,0.3,
VT00240,43.84760284,-72.25239563,1,
WA00396,47.77067244,-117.0807749,28.6,285
TX04784,32.409628,-98.042722,3.91,0
WA00618,47.467583,-122.317944,3.21,834
TX04255,33.385517,-96.51837,1.9100000000000001,5097
TX04370,33.359311999999996,-96.812248,0.68,0
TX04583,32.316822,-99.214252,4.14,7286
TX04200,35.611371999999996,-100.350848,5.03,0
TX01231,32.215492999999995,-96.714352,3.5100000000000002,0
TX01149,33.349816,-96.697585,1.93,2
TX01259,32.251771999999995,-96.954042,4.63,0
TX05636,30.926731999999998,-97.522506,0,861
TX01931,27.857125999999997,-98.366408,7.43,0
TX05806,32.618801,-96.305462,1.75,316
TX03432,29.850006999999998,-97.499341,4.88,3751
TX02063,33.615925,-96.501957,1.1400000000000001,0
TX06653,32.391811,-98.221442,160,0
TX06649,32.233272,-97.05041,0.68,0
SD01694,45.276666999999996,-101.361667,,1200
SD02074,44.980000000000004,-102.473333,,1768
SD01859,44.361667,-101.97,,900
TX02932,32.241187,-99.428707,0,9236
SC01906,34.670500000000004,-80.3571,,
TX03177,33.057157,-98.074858,3.77,3651
SD01830,45.491667,-102.381667,,100
SC01457,32.611200000000004,-80.5,,
SC01258,33.8881,-81.8497,,
SC01188,34.5718,-82.98,,
TX00312,31.81667,-94.39333,5.5200000000000005,0
TX00652,33.037257,-95.739202,0,0
TX00745,33.568718,-97.682206,0.99,0
TN15703,35.338889,-90.041667,0.22,
SD00132,43.87,-100.963333,,262
TX00539,33.666152,-97.22674,5.5,1910
SC02642,33.5043,-81.1219,,
TX00724,33.584997,-97.576098,1.68,0
OR03830,43.28743055,-124.1940167,0,0
TX00428,31.826068,-96.929682,3.13,0
PA01460,40.66111111,-75.32805556,0.28,
OR03870,45.18505096,-121.3184128,0,0
PA01110,41.52666667,-75.30166667,1.7,
PA00950,39.95611111,-75.28083333,3.5700000000000003,
SD01162,43.388332999999996,-103.951667,,2400
SD00329,45.258333,-101.271667,,1890
SD00072,43.963333,-100.73,,750
SD01560,44.18,-100.415,,588
SD01467,43.518333,-101.176667,,259
SD00271,44.343333,-99.436667,,1470
PA00797,40.33277778,-75.70861111,1.2,
SD00124,43.83,-100.791667,,6558
SD00017,45.03292357,-99.16747166,145,8900
PA01987,40.99361111,-78.93416667,,
RI02503,41.99895096,-71.58051304,94,8550
SC00133,34.6905,-80.7251,,
PA01841,39.90805556,-75.6575,0.01,
PA01839,40.70361111,-80.06305556,0.37,
RI04087,41.73688039,-71.54727131,,180
SC00178,33.8468,-81.0628,,
SC01023,33.9521,-79.1558,,
SC00326,33.6393,-81.5758,,
OK01183,34.532455999999996,-97.738744,,2170
OR00235,44.62828826,-120.8719406,12.4,425
OR00325,44.61574172,-119.9215012,9.5,475
OK00640,35.83752,-99.021772,4.59,20682
OR00499,45.43703079,-117.425293,0.09,29
OR00060,44.35334014,-118.1055603,1.5,198.5
OR00346,42.48701095,-122.9453125,0.29,60
NY01448,43.13888889,-77.57222222,0.3,330
NY10375,42.74444444,-78.7375,0.33,730
NY15054,42.20861111,-76.70972222,1977,21243
OH00247,39.49472222,-82.37361111,0.16,451
NY01248,42.59333333,-78.51,0.12,142
NJ01030,39.708,-74.267998,8.2,
NJ00074,39.49268333333333,-75.34066667,2.1,514
OH00762,41.23638889,-82.58444444,7.33,9426
OH00351,41.27805556,-81.73444444,0.22,450
NE02261,40.33757854,-100.2648367,2.6,331
NE01849,41.27958579,-98.45889463,1.93,574
NE01381,40.11934572,-100.6008364,1.6400000000000001,450
NY00626,42.34527778,-78.435,4.1,8650
